location,Price/sqft 2018,Conversion factor for 2019,Price/sqft 2019
Marathahalli,"6,958.73",0.04,7235
BTM Layout,"8,290.16",0.04,8585
Marathahalli,"10,588.24",0.04,11009
Marathahalli,"6,518.20",0.04,6777
Marathahalli,"8,211.47",0.04,8537
Marathahalli,"6,629.32",0.04,6892
Marathahalli,"7,022.56",0.04,7301
Marathahalli,"7,834.10",0.04,8145
Marathahalli,"6,990.05",0.04,7268
Marathahalli,"8,116.88",0.04,8439
Electronic City,"6,606.11",0.06,7021
Marathahalli,"6,336.41",0.04,6588
Marathahalli,"11,278.20",0.04,11726
Marathahalli,"6,426.10",0.04,6681
Marathahalli,"7,551.92",0.04,7852
Marathahalli,"10,098.66",0.04,10500
Marathahalli,"10,378.51",0.04,10790
Marathahalli,"6,957.48",0.04,7234
Marathahalli,"7,735.95",0.04,8043
Marathahalli,"10,844.92",0.04,11275
Marathahalli,"10,609.24",0.04,11030
Marathahalli,"6,986.91",0.04,7264
Marathahalli,"7,539.68",0.04,7839
Marathahalli,"7,359.31",0.04,7651
Marathahalli,"8,998.88",0.04,9356
Marathahalli,"6,493.51",0.04,6751
Marathahalli,"6,921.88",0.04,7197
Marathahalli,"6,897.49",0.04,7171
Marathahalli,"8,658.01",0.04,9002
Marathahalli,"8,601.35",0.04,8943
Electronic City,"3,714.29",0.06,3948
HSR Layout,"11,599.51",0.08,12519
Hebbal,"11,904.76",0.04,12432
Sarjapur,"5,177.38",0.05,5423
Sarjapur,"5,007.04",0.05,5245
Sarjapur,"7,598.78",0.05,7960
Sarjapur,"5,666.06",0.05,5935
Electronic City,"3,734.83",0.06,3970
Electronic City,"6,896.55",0.06,7330
Electronic City,"6,257.14",0.06,6650
Sarjapur,"6,666.67",0.05,6983
Electronic City,"7,601.57",0.06,8079
Sarjapur,"4,901.96",0.05,5135
Sarjapur,"5,020.92",0.05,5259
Sarjapur,"5,069.12",0.05,5310
Sarjapur,"4,887.22",0.05,5119
Sarjapur,"7,559.76",0.05,7919
Sarjapur,"4,496.49",0.05,4710
Sarjapur,"3,861.00",0.05,4044
Sarjapur,"4,703.12",0.05,4927
HSR Layout,"6,893.69",0.08,7440
Sarjapur,"4,285.71",0.05,4489
Sarjapur,"4,938.88",0.05,5174
Sarjapur,"6,011.32",0.05,6297
Sarjapur,"2,857.14",0.05,2993
Electronic City,"4,124.65",0.06,4384
Sarjapur,"5,103.69",0.05,5346
Electronic City,"4,125.71",0.06,4385
Sarjapur,"3,857.14",0.05,4040
Sarjapur,"5,632.92",0.05,5901
Sarjapur,"5,428.37",0.05,5686
Sarjapur,"6,869.63",0.05,7196
Sarjapur,"5,865.10",0.05,6144
Sarjapur,"3,857.40",0.05,4041
Sarjapur,"4,378.76",0.05,4587
Sarjapur,"5,106.38",0.05,5349
Sarjapur,"4,965.44",0.05,5201
Sarjapur,"4,323.57",0.05,4529
Sarjapur,"5,813.95",0.05,6090
Sarjapur,"5,340.45",0.05,5594
Sarjapur,"4,652.44",0.05,4873
Sarjapur,"7,380.95",0.05,7732
Sarjapur,"4,441.27",0.05,4652
Sarjapur,"3,438.06",0.05,3601
Sarjapur,"5,378.15",0.05,5634
Sarjapur,"5,067.48",0.05,5308
Electronic City,"5,714.29",0.06,6073
Sarjapur,"4,988.66",0.05,5226
Sarjapur,"5,124.22",0.05,5368
Sarjapur,"15,666.49",0.05,16411
Sarjapur,"4,943.15",0.05,5178
Sarjapur,"5,093.17",0.05,5335
Sarjapur,"5,071.43",0.05,5312
Sarjapur,"5,358.48",0.05,5613
Sarjapur,"4,926.11",0.05,5160
BTM Layout,"9,341.14",0.04,9674
Sarjapur,"5,263.16",0.05,5513
Sarjapur,"8,565.52",0.05,8972
Sarjapur,"6,370.02",0.05,6673
Sarjapur,"5,870.84",0.05,6150
Sarjapur,"5,714.29",0.05,5986
Whitefield,"8,348.24",0.05,8788
Whitefield,"4,639.80",0.05,4884
Whitefield,"5,555.56",0.05,5848
Whitefield,"7,187.22",0.05,7566
Whitefield,"9,284.25",0.05,9774
Whitefield,"6,467.66",0.05,6809
Whitefield,"6,644.91",0.05,6995
Whitefield,"5,551.02",0.05,5844
Whitefield,"7,043.19",0.05,7414
Whitefield,"8,370.54",0.05,8812
Whitefield,"7,063.70",0.05,7436
Whitefield,"12,041.88",0.05,12677
Whitefield,"5,329.96",0.05,5611
Whitefield,"6,662.09",0.05,7013
Whitefield,"8,695.65",0.05,9154
Whitefield,"8,160.96",0.05,8591
Electronic City,"7,380.95",0.06,7845
Whitefield,"17,885.71",0.05,18829
Whitefield,"7,980.85",0.05,8402
Whitefield,"8,305.65",0.05,8743
Whitefield,"7,017.54",0.05,7387
Whitefield,"7,926.83",0.05,8345
Whitefield,"6,211.18",0.05,6539
Whitefield,"7,414.97",0.05,7806
Whitefield,"7,894.74",0.05,8311
Whitefield,"5,194.81",0.05,5469
Electronic City,"4,126.50",0.06,4386
Whitefield,"8,194.29",0.05,8626
Whitefield,"6,644.91",0.05,6995
Electronic City,"6,523.16",0.06,6933
Whitefield,"9,789.89",0.05,10306
Whitefield,"8,025.68",0.05,8449
Whitefield,"7,596.75",0.05,7997
Whitefield,"7,957.90",0.05,8377
Whitefield,"6,593.41",0.05,6941
Whitefield,"5,397.63",0.05,5682
Whitefield,"9,978.99",0.05,10505
Whitefield,"4,556.85",0.05,4797
Whitefield,"7,979.63",0.05,8400
Whitefield,"9,663.87",0.05,10173
Whitefield,"5,137.84",0.05,5409
Whitefield,"6,842.74",0.05,7203
Whitefield,"8,143.16",0.05,8572
Whitefield,"6,191.83",0.05,6518
Whitefield,"5,218.00",0.05,5493
Whitefield,"6,253.01",0.05,6583
Whitefield,"8,370.54",0.05,8812
Whitefield,"7,626.21",0.05,8028
Whitefield,"7,930.86",0.05,8349
Whitefield,"7,383.63",0.05,7773
Whitefield,"10,674.98",0.05,11238
HSR Layout,"10,832.26",0.08,11691
Whitefield,"4,623.59",0.05,4867
Electronic City,"3,571.43",0.06,3796
Whitefield,"6,674.70",0.05,7027
Whitefield,"8,509.11",0.05,8958
Whitefield,"6,857.59",0.05,7219
Whitefield,"4,822.18",0.05,5076
Whitefield,"5,977.90",0.05,6293
Whitefield,"7,819.36",0.05,8232
Whitefield,"7,931.50",0.05,8350
Whitefield,"7,873.02",0.05,8288
Whitefield,"9,486.61",0.05,9987
Whitefield,"13,682.09",0.05,14403
Whitefield,"9,091.67",0.05,9571
Whitefield,"6,876.11",0.05,7239
Whitefield,"8,658.01",0.05,9114
Whitefield,"7,421.15",0.05,7812
Whitefield,"6,538.73",0.05,6883
Whitefield,"7,426.82",0.05,7818
Whitefield,"9,281.02",0.05,9770
Whitefield,"7,642.56",0.05,8045
Whitefield,"6,875.48",0.05,7238
Whitefield,"5,612.24",0.05,5908
Electronic City,"7,570.21",0.06,8046
Whitefield,"9,782.61",0.05,10298
Whitefield,"4,966.28",0.05,5228
Electronic City,"7,783.25",0.06,8272
Whitefield,"8,669.11",0.05,9126
Whitefield,"9,583.44",0.05,10089
Whitefield,"8,730.16",0.05,9190
Whitefield,"9,420.16",0.05,9917
Electronic City,"7,294.83",0.06,7753
Whitefield,"8,043.22",0.05,8467
Whitefield,"6,222.45",0.05,6550
Whitefield,"7,878.38",0.05,8294
Whitefield,"10,281.39",0.05,10823
Whitefield,"6,802.72",0.05,7161
Whitefield,"5,650.99",0.05,5949
Whitefield,"10,206.96",0.05,10745
Whitefield,"11,725.42",0.05,12344
Whitefield,"4,428.57",0.05,4662
Whitefield,"5,465.84",0.05,5754
Whitefield,"5,803.57",0.05,6110
Whitefield,"6,832.30",0.05,7192
Electronic City,"4,125.71",0.06,4385
Electronic City,"4,125.00",0.06,4384
Whitefield,"6,214.56",0.05,6542
Whitefield,"9,680.95",0.05,10191
Whitefield,"4,551.20",0.05,4791
Whitefield,"4,585.54",0.05,4827
Electronic City,"6,428.57",0.06,6833
Whitefield,"14,097.74",0.05,14841
Whitefield,"7,596.75",0.05,7997
Whitefield,"7,810.15",0.05,8222
Whitefield,"5,714.29",0.05,6016
Whitefield,"7,307.27",0.05,7692
Electronic City,"6,316.03",0.06,6713
Whitefield,"8,443.09",0.05,8888
Whitefield,"7,304.67",0.05,7690
Whitefield,"5,977.90",0.05,6293
Whitefield,"5,000.00",0.05,5264
Whitefield,"5,922.49",0.05,6235
Whitefield,"10,005.05",0.05,10532
Whitefield,"5,457.14",0.05,5745
Whitefield,"4,887.22",0.05,5145
Whitefield,"4,742.15",0.05,4992
Whitefield,"8,368.20",0.05,8809
Whitefield,"11,658.46",0.05,12273
Whitefield,"6,493.51",0.05,6836
Whitefield,"8,228.57",0.05,8662
HSR Layout,"6,506.36",0.08,7022
Whitefield,"8,208.96",0.05,8642
Whitefield,"8,603.90",0.05,9057
Electronic City,"6,686.93",0.06,7107
Whitefield,"10,038.10",0.05,10567
Whitefield,"4,963.68",0.05,5225
Whitefield,"4,566.21",0.05,4807
Whitefield,"6,764.26",0.05,7121
Whitefield,"5,347.12",0.05,5629
Whitefield,"7,700.00",0.05,8106
Whitefield,"11,764.71",0.05,12385
Whitefield,"8,591.76",0.05,9045
Whitefield,"6,054.17",0.05,6373
Whitefield,"11,180.12",0.05,11769
Whitefield,"6,349.21",0.05,6684
Whitefield,"5,344.58",0.05,5626
Whitefield,"7,983.19",0.05,8404
Whitefield,"7,289.83",0.05,7674
Whitefield,"9,259.26",0.05,9747
Whitefield,"9,868.42",0.05,10389
Whitefield,"10,869.57",0.05,11443
Whitefield,"9,802.35",0.05,10319
Whitefield,"8,163.27",0.05,8594
Whitefield,"6,852.50",0.05,7214
Whitefield,"4,742.15",0.05,4992
Whitefield,"5,079.37",0.05,5347
Whitefield,"8,113.25",0.05,8541
Whitefield,"8,811.09",0.05,9276
Whitefield,"8,223.51",0.05,8657
Whitefield,"8,764.94",0.05,9227
Electronic City,"7,362.64",0.06,7825
Whitefield,"8,576.13",0.05,9028
Whitefield,"5,639.10",0.05,5936
Whitefield,"7,202.88",0.05,7583
Electronic City,"4,000.00",0.06,4251
Whitefield,"5,988.68",0.05,6304
Whitefield,"8,186.66",0.05,8618
Whitefield,"5,083.42",0.05,5351
Electronic City,"4,126.85",0.06,4386
Whitefield,"6,644.91",0.05,6995
Whitefield,"6,227.73",0.05,6556
Whitefield,"5,436.67",0.05,5723
Whitefield,"10,542.40",0.05,11098
Whitefield,"4,741.64",0.05,4992
Whitefield,"4,963.68",0.05,5225
Whitefield,"9,590.30",0.05,10096
Whitefield,"9,753.99",0.05,10268
Whitefield,"7,504.94",0.05,7901
Whitefield,"7,321.43",0.05,7707
Electronic City,"4,127.63",0.06,4387
Whitefield,"4,553.22",0.05,4793
Whitefield,"5,161.96",0.05,5434
Whitefield,"4,555.30",0.05,4795
Whitefield,"9,750.94",0.05,10265
Whitefield,"7,137.37",0.05,7514
Whitefield,"16,000.00",0.05,16843
Whitefield,"5,907.63",0.05,6219
Whitefield,"6,802.72",0.05,7161
Whitefield,"8,012.65",0.05,8435
Whitefield,"8,811.09",0.05,9276
Electronic City,"4,285.71",0.06,4555
Whitefield,"7,476.42",0.05,7871
Whitefield,"6,402.29",0.05,6740
Electronic City,"4,734.69",0.06,5032
Whitefield,"5,998.52",0.05,6315
Electronic City,"5,878.89",0.06,6248
Whitefield,"5,897.31",0.05,6208
Whitefield,"7,696.36",0.05,8102
Whitefield,"4,427.29",0.05,4661
Whitefield,"5,170.01",0.05,5443
Whitefield,"9,377.66",0.05,9872
Whitefield,"5,382.60",0.05,5666
Whitefield,"5,366.73",0.05,5650
Whitefield,"8,106.20",0.05,8534
Whitefield,"19,047.62",0.05,20052
Whitefield,"4,805.19",0.05,5059
Whitefield,"4,571.43",0.05,4812
Whitefield,"8,414.96",0.05,8859
Whitefield,"4,479.84",0.05,4716
Whitefield,"10,542.40",0.05,11098
Whitefield,"10,742.42",0.05,11309
Whitefield,"9,356.38",0.05,9850
Whitefield,"9,284.27",0.05,9774
Whitefield,"8,221.41",0.05,8655
Electronic City,"4,126.85",0.06,4386
Whitefield,"5,597.01",0.05,5892
Electronic City,"4,127.55",0.06,4387
Whitefield,"9,566.61",0.05,10071
Whitefield,"9,371.43",0.05,9865
Whitefield,"5,836.19",0.05,6144
